ClusterId,NodeId,NodeType,Region,CurrItems (max over last week),BytesUsedForCache (max over last week),CacheHits (max over last week),CacheMisses (max over last week),CurrConnections (max over last week),NetworkBytesIn (max over last week),NetworkBytesOut (max over last week),NetworkPacketsIn (max over last week),NetworkPacketsOut (max over last week),EngineCPUUtilization (max over last week),Evictions (max over last week),ReplicationBytes (max over last week),ReplicationLag (max over last week),GetTypeCmds (peak last week / hour),HashBasedCmds (peak last week / hour),HyperLogLogBasedCmds (peak last week / hour),KeyBasedCmds (peak last week / hour),ListBasedCmds (peak last week / hour),SetBasedCmds (peak last week / hour),SetTypeCmds (peak last week / hour),SortedSetBasedCmds (peak last week / hour),StringBasedCmds (peak last week / hour),StreamBasedCmds (peak last week / hour),,
rng-infra,rng-infra-002,cache.r3.large,ap-southeast-1b,46958,47621608,4746344,2403498,1511,370334024,155483271,469773,318069,15.35,0,10495508,0,220667,111556,0,38,0,0,43,0,109115,0,,
rng-infra-v2,rng-infra-v2-001,cache.r4.2xlarge,ap-southeast-1a,351440,349199736,48150,20,783,43674209,81041789,338665,354069,7.451241874,0,22522739,0,13062,0,0,3128,0,0,60267,0,69759,0,,
rng-infra-v2,rng-infra-v2-002,cache.r4.2xlarge,ap-southeast-1b,351417,340368208,213878,177261,453,91140106,197653401,839535,802235,18.8,0,0,0,232713,0,0,92961,0,0,72390,0,198847,0,,
rng-infra-v2,rng-infra-v2-003,cache.r4.2xlarge,ap-southeast-1a,351390,344260336,252897,205009,499,104375220,231279323,982020,926156,21.92032005,0,0,0,268543,0,0,106711,0,0,72462,0,241911,0,,
rng-infra-v3,rng-infra-v3-001,cache.r4.xlarge,ap-southeast-1c,665945,434118184,2786179,389589,3827,203745843,1904579875,1405445,2196645,35.33333333,0,28589454,0,542248,0,0,8011,0,0,184844,0,595095,0,,
rng-infra-v3,rng-infra-v3-002,cache.r4.xlarge,ap-southeast-1b,665925,345449296,0,0,4,32151912,2478757,56785,28676,1.700283381,0,0,0,0,0,0,38335,0,0,203353,0,184886,0,,
rng-order-comm,rng-order-comm-001,cache.r4.4xlarge,ap-southeast-1b,534246,285686672,48131,2574,48,17580558,29553389,196649,188598,5.283333333,0,2394365,0,50583,0,0,3795,0,0,9162,0,56102,0,,
rng-order-comm,rng-order-comm-002,cache.r4.4xlarge,ap-southeast-1c,534204,284027176,1,0,5,5255974,172805255,50117,126206,0.466744457,0,0,0,1,0,0,4247,0,0,9604,0,5918,0,,
,sand-p-rasmalaiq,cache.t2.micro,ap-southeast-1a,820,7936920,213,403,53,1976892,1457427,7545,5709,0.35,0,0,0,616,4000,0,1800,400,400,6616,632,0,0,,
seg-infra-v2,seg-infra-v2-001,cache.r3.large,ap-southeast-1a,43496727,11205737344,421943,111986,1070,67187161,178550704,688238,662294,50.12502084,0,8704483,0,538072,100009,0,4559,0,0,39702,0,567384,0,,
seg-infra-v2,seg-infra-v2-002,cache.r3.large,ap-southeast-1b,43496918,11193912856,101818,10059,683,24312304,82334600,177282,151182,7.615397434,0,0,0,111598,113264,0,15980,0,0,47754,0,33936,0,,
seg-infra-v2,seg-infra-v2-003,cache.r3.large,ap-southeast-1b,43496652,11194876984,90293,8904,633,23050642,77187113,162257,137914,8.55,0,0,0,98366,99781,0,15617,0,0,47068,0,33242,0,,
,segmentation-infra,cache.r3.large,ap-southeast-1b,98647,16799336,0,0,3,177087,7036851,1943,5132,0.06667778,0,0,0,0,0,0,0,0,0,0,0,0,0,,
sentry-cache-01,sentry-cache-01-001,cache.r3.2xlarge,ap-southeast-1a,36135,17820496,17571,1291,138,54084162,10377456,117680,103510,6.483333333,0,0,0,17376,333360,600,339921,2540,1267,680404,16,23615,0,,
snd-addr-cache,snd-addr-cache-001,cache.r4.xlarge,ap-southeast-1c,2019014,1131831368,0,0,531,50079750,53814875,147129,146937,5.384230705,0,44269927,0,17867,0,0,36795,0,17991,105745,0,68826,0,,
snd-addr-cache,snd-addr-cache-002,cache.r4.xlarge,ap-southeast-1a,2018540,1131909192,221812,18379,535,70665823,97685714,222288,185461,9.5,0,44797938,0,240927,0,0,92277,0,84808,174741,0,242993,0,,
snd-analytics-cache,snd-analytics-cache-001,cache.r4.4xlarge,ap-southeast-1a,61889621,80046351520,40,36,20,1660198199,3234976076,1170222,642429,11.08518086,0,1596044642,0,72,0,0,1169,51100,3,322578,0,322591,0,,
snd-analytics-cache,snd-analytics-cache-002,cache.r4.4xlarge,ap-southeast-1b,61889621,80063543952,275342,139775,1310,1608934657,779966714,744827,890612,15.61666667,0,0,0,309599,0,0,1164,51099,0,322578,0,411278,0,,
snd-analytics-cache,snd-analytics-cache-003,cache.r4.4xlarge,ap-southeast-1c,61889621,80061716528,254120,143113,1349,1614119148,716572477,664754,810715,16.26666667,0,0,0,361209,0,0,1164,51099,0,322578,0,383988,0,,
snd-avail-cache,snd-avail-cache-001,cache.r4.xlarge,ap-southeast-1a,44426037,15224600608,10153978,1395476,73,458321759,946577184,584437,799671,44.26666667,0,0,0,11582350,0,0,322753,0,0,652563,0,11629975,0,,
snd-avail-cache,snd-avail-cache-002,cache.r4.xlarge,ap-southeast-1b,44426867,15225098992,11797747,1695331,72,519169809,1083486740,644685,898938,59.17652942,0,0,0,13338951,0,0,265292,0,0,537132,0,13366770,0,,
snd-avail-cache,snd-avail-cache-003,cache.r4.xlarge,ap-southeast-1a,44426186,15228847928,202090,1273,308,147957032,660951892,934182,1633108,24.10401734,0,103937948,0,202090,0,0,22393,0,0,374421,0,523122,0,,
snd-avail-cache,snd-avail-cache-004,cache.r4.xlarge,ap-southeast-1b,44425848,15225042136,11873639,1819904,73,534957749,1123673890,715351,954420,54.52575429,0,0,0,13638209,0,0,347833,0,0,703094,0,13663330,0,,
snd-avail-cache,snd-avail-cache-005,cache.r4.xlarge,ap-southeast-1a,44426114,15224659696,8491076,1252439,70,378244635,788408155,533005,665886,38.28971495,0,0,0,9666699,0,0,333044,0,0,675925,0,9694537,0,,
snd-avail-cache,snd-avail-cache-006,cache.r4.xlarge,ap-southeast-1a,44426678,15224855632,10199043,1405444,68,457810139,954624637,554754,790353,41.62360393,0,0,0,11662341,0,0,272855,0,0,551738,0,11697470,0,,
snd-dp-session,snd-dp-session-001,cache.r4.2xlarge,ap-southeast-1a,38780669,8900469464,0,0,5344,238465588,503161942,2341414,3116962,45.83333333,0,101525444,0,0,0,0,10927,0,0,855983,0,845807,0,,
snd-dp-session,snd-dp-session-002,cache.r4.2xlarge,ap-southeast-1a,38779665,8820811632,251990,3873,1819,184067484,52097945,1081480,677013,25.1958007,0,0,0,255816,0,0,180530,0,0,915927,0,1101699,0,,
snd-dp-session,snd-dp-session-003,cache.r4.2xlarge,ap-southeast-1b,38779375,8819922360,240785,3486,1813,180502082,50479263,1048660,666524,25.51666667,0,0,0,244295,0,0,179410,0,0,915292,0,1071664,0,,
snd-dp-session,snd-dp-session-004,cache.r4.2xlarge,ap-southeast-1b,38780330,8822013672,233656,3733,1826,181800257,50339677,1058532,659520,26.01666667,0,0,0,236487,0,0,174818,0,0,918108,0,1082088,0,,
snd-framework,snd-framework-001,cache.r3.large,ap-southeast-1b,8,5791752,4,1,42,136985,1187690,776,1199,0.083347225,0,32876,0,5,0,0,1,60,3,62,1,2,0,,
snd-framework,snd-framework-002,cache.r3.large,ap-southeast-1a,8,4891488,0,0,5,113909,1127939,651,1027,0.08336112,0,0,0,0,0,0,1,6,0,8,0,1,0,,
snd-menu-cache-v5,snd-menu-cache-v5-001,cache.r4.2xlarge,ap-southeast-1a,542817,37557634696,178496,1331,1551,290494999,1405652408,291135,279050,25.5375896,0,274139785,0,179120,43983,0,1137,0,523,179197,0,357800,0,,
snd-menu-cache-v5,snd-menu-cache-v5-02,cache.r4.2xlarge,ap-southeast-1a,542819,37552823056,542654,7142,1365,358143699,11550925597,979354,7870832,30.95,0,0,0,544898,535521,0,46108,0,443,179244,0,179012,0,,
snd-menu-cache-v5,snd-menu-cache-v5-03,cache.r4.2xlarge,ap-southeast-1b,542806,37545004632,438019,6483,1372,352592959,9549079461,914424,6505229,26.58776463,0,0,0,439471,434429,0,52475,0,424,155267,0,203581,0,,
snd-menu-cache-v5,snd-menu-cache-v5-04,cache.r4.2xlarge,ap-southeast-1a,542805,37543949176,449761,8860,1386,356011993,10031386424,904121,6832332,55.56666667,0,0,0,451617,445629,0,46682,0,443,179251,0,179040,0,,
snd-menu-cache-v5,snd-menu-cache-v5-05,cache.r4.2xlarge,ap-southeast-1b,542821,37553097984,470310,3361,1331,364127526,9660967805,814296,6589099,26.62110352,0,0,0,471979,439958,0,53021,0,430,179310,0,178988,0,,
snd-menu-cache-v5,snd-menu-cache-v5-06,cache.r4.2xlarge,ap-southeast-1b,542823,37555679256,593753,4726,1334,380180833,11766700277,1054471,8032201,34.8,0,0,0.571,595833,508736,0,45989,0,445,179245,0,207545,0,,
snd-menu-h-s-cache,snd-menu-h-s-cache-001,cache.r4.xlarge,ap-southeast-1a,37901,60937784,0,0,2406,2624724,2571471,36022,27741,0.98349725,0,846625,0,0,0,0,151,0,0,7938,0,7938,0,,
snd-menu-h-s-cache,snd-menu-h-s-cache-002,cache.r4.xlarge,ap-southeast-1b,37905,60137056,25976,7901,2405,4893783,3161137,53484,42311,1.4,0,0,0,26041,0,0,7695,0,0,15225,0,32203,0,,
snd-restaurant-v3,snd-restaurant-v3-001,cache.r4.2xlarge,ap-southeast-1c,730130,694061400,196246,1482,60,359224841,1105865529,660818,754952,12.96882814,0,307067249,0,269655,88582,0,72622,0,129431,368787,0,350263,0,,
snd-restaurant-v3,snd-restaurant-v3-002,cache.r4.2xlarge,ap-southeast-1a,730130,705928096,369510,90,888,394310940,863358185,367641,643983,6.7,0,383941121,0,369549,422929,0,5,0,550,435126,0,324502,0,,
snd-restaurant-v3,snd-restaurant-v3-003,cache.r4.2xlarge,ap-southeast-1b,730130,706548976,484799,102,884,305568675,1029972302,396677,761009,7.683333333,0,296514209,0,484802,528246,0,5,0,505,336447,0,250585,0,,
snd-restaurant-v3,snd-restaurant-v3-004,cache.r4.2xlarge,ap-southeast-1a,730130,705961512,475515,92,887,300598786,1056963612,415021,780017,6.883333333,0,291689860,0,475523,518984,0,5,0,541,331635,0,247985,0,,
snd-rest-h-s-cache,snd-rest-h-s-cache-001,cache.r4.large,ap-southeast-1a,37519,505379560,92127,8788,2405,28096320,21958835,118182,107647,3.617269545,0,0,0,92183,0,0,7552,0,0,15380,0,95606,0,,
snd-rest-h-s-cache,snd-rest-h-s-cache-002,cache.r4.large,ap-southeast-1a,37542,505852576,0,0,2407,20188490,19499313,38549,29038,0.91681947,0,18353427,0,0,0,0,1022,0,0,8872,0,8792,0,,
snd-user-serv-cache,snd-user-serv-cache-001,cache.r4.xlarge,ap-southeast-1b,85231564,19919747072,277847,329444,3407,116342586,215382854,993936,875922,41.45,0,0,0,615324,0,0,53092,0,4185,133847,0,690855,0,,
snd-user-serv-cache,snd-user-serv-cache-002,cache.r4.xlarge,ap-southeast-1b,85231414,19918103824,267647,308945,3458,113261164,335673315,955096,843659,50.2583764,0,0,0,582278,0,0,53567,0,4170,138083,0,653121,0,,
snd-user-serv-cache,snd-user-serv-cache-003,cache.r4.xlarge,ap-southeast-1a,85231511,19987468248,0,0,6634,48775523,87054391,299400,315715,12.05,0,33469517,0,0,0,0,1902,0,1,85393,0,83803,0,,
snd-user-session-v2,snd-user-session-v2-001,cache.r4.2xlarge,ap-southeast-1b,81240082,53056767632,1,1,121,527223818,1891814276,1618838,2605928,51.02517086,0,431001491,0,3,0,0,125,0,0,589331,0,589231,0,,
snd-user-session-v2,snd-user-session-v2-002,cache.r4.2xlarge,ap-southeast-1a,81241160,53055570112,425176,1998,52,508114682,345118470,926135,684124,28.03800633,0,0,0,426915,0,0,137478,0,0,645679,0,984269,0,,
snd-user-session-v2,snd-user-session-v2-003,cache.r4.2xlarge,ap-southeast-1b,81238986,53054505816,353889,2649,49,486237419,290595235,860693,618659,25.8709785,0,0,0,355944,0,0,135781,0,0,620350,0,921779,0,,
snd-user-session-v2,snd-user-session-v2-004,cache.r4.2xlarge,ap-southeast-1a,81240615,53055113128,398035,1617,53,500628627,324264559,864860,642850,25.47091182,0,0,0,399657,0,0,136033,0,0,644886,0,911515,0,,
snd-user-session-v2,snd-usr-sesion-v2-5,cache.r4.2xlarge,ap-southeast-1a,81239022,53052759080,0,0,5,464427902,16868671,500870,251580,12.08534756,0,0,0,0,0,0,137273,0,0,646436,0,589857,0,,
test-cms-menu,test-cms-menu-001,cache.r4.8xlarge,ap-southeast-1a,17671719,1.07E+11,25067,371,37,106396215,207362872,126288,122486,2.85,0,99232033,0,162,2,0,0,0,0,0,0,160,0,,
test-cms-menu,test-cms-menu-002,cache.r4.8xlarge,ap-southeast-1b,17671670,1.07E+11,0,0,4,98477530,1570231,24696,14728,1.850308385,0,0,0,0,0,0,0,0,0,0,0,0,0,,
testkm,testkm-001,cache.r5.large,ap-southeast-1a,0,4965872,0,0,4,102057,1252656,737,1189,0.100016669,0,3264,0,0,0,0,0,0,0,0,0,0,0,,
testkm,testkm-002,cache.r5.large,ap-southeast-1b,0,4905432,0,0,5,100089,1255200,584,1124,0.100016669,0,3264,0,0,0,0,0,0,0,0,0,0,0,,
testkm,testkm-003,cache.r5.large,ap-southeast-1b,0,4905432,0,0,5,99018,1255659,537,1102,0.1,0,3264,0,0,0,0,0,0,0,0,0,0,0,,
vendor-cache,vendor-cache-002,cache.r4.xlarge,ap-southeast-1b,2098909,2104995488,12,55,43,4790371,329867371,79272,231686,1.65,0,28220,0,55,1,0,1,0,3,61,0,115,0,,
vendor-cache,vendor-cache-004,cache.r4.xlarge,ap-southeast-1b,2098805,2104152088,1,0,6,184708,1356595,1816,2325,0.150025004,0,0,0,1,0,0,311,0,0,371,0,61,0,,
vendor-p-pfsm-cache,vendor-p-pfsm-cache-001,cache.m4.large,ap-southeast-1a,16176397,1849229568,33538,13297,51,15879102,14129554,187417,188006,5.066666667,0,1308770,0,37692,13667,0,9143,0,0,18286,0,33808,0,,
vendor-p-pfsm-cache,vendor-p-pfsm-cache-002,cache.m4.large,ap-southeast-1b,16176411,1848288480,391,8505,4,2456248,132147661,33871,94449,1.033333333,0,0,0,0,1,0,12774,0,0,20187,0,8662,0,,
,vendor-t-cache,cache.r4.xlarge,ap-southeast-1a,1922257,1548458736,0,0,5,76609,1054631,370,839,0.083347225,0,0,0,0,0,0,0,0,0,60,0,60,0,,
vendor-vplacer-cache,vendor-vplacer-cache-001,cache.m4.large,ap-southeast-1a,1709797,5103381976,30503,632,23,17478848,17176559,61199,58762,2.216666667,0,12444789,0,30785,0,0,4531,0,17513,9062,0,17803,0,,
vendor-vplacer-cache,vendor-vplacer-cache-002,cache.m4.large,ap-southeast-1b,1709787,5103117824,0,0,4,13013285,132092422,32392,93204,30.53842307,0,0,0,0,0,0,6085,0,0,9636,0,4530,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###Reserved Instances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instance Type, Count, Remaining Time (days),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
####Total costs per month####  124263.8503126007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
